"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.544640130E1,-1.162911773E0,-6.777670383E-1,8.172685623E0,8.282784691E0
1.544884770E1,-1.229910851E0,-7.591229677E-1,8.170292854E0,8.297146118E0
1.545129343E1,-1.208375454E0,-8.548358679E-1,8.167900085E0,8.300934128E0
1.545373989E1,-1.229910851E0,-9.601200819E-1,8.244470596E0,8.390816807E0
1.545618724E1,-1.186840057E0,-1.007976532E0,8.345268250E0,8.489293738E0
1.545863364E1,-1.229910851E0,-1.007976532E0,8.496015549E0,8.643551214E0
1.546107937E1,-1.182054400E0,-9.601200819E-1,8.665905952E0,8.798693605E0
1.546352583E1,-1.100698471E0,-8.859425783E-1,8.811868668E0,8.924430558E0
1.546597317E1,-1.098305583E0,-7.878368497E-1,9.008378983E0,9.109218076E0
1.546841958E1,-1.088734269E0,-6.753742099E-1,9.209376335E0,9.298068892E0
1.547086531E1,-1.038485050E0,-5.270192027E-1,9.357730865E0,9.429916616E0
1.547331177E1,-9.643075466E-1,-3.329014480E-1,9.544670105E0,9.599033276E0
1.547575911E1,-8.829515576E-1,-1.630110443E-1,9.760024071E0,9.801236958E0
1.547820552E1,-8.012964725E-1,-7.477570791E-3,9.966106415E0,9.998270302E0
1.548065124E1,-7.390831113E-1,1.316052526E-1,1.012642574E1,1.015421401E1
1.548309770E1,-6.601199508E-1,2.105683982E-1,1.021017456E1,1.023365829E1
1.548554505E1,-6.146563292E-1,3.086741269E-1,1.031785107E1,1.034075107E1
1.548799145E1,-5.476573110E-1,3.924229145E-1,1.042552853E1,1.044727569E1
1.549043713E1,-5.189434290E-1,4.689932466E-1,1.047577763E1,1.049910348E1
1.549288369E1,-4.974080026E-1,5.359922647E-1,1.054068279E1,1.056601610E1
1.549533098E1,-4.543372095E-1,6.053841114E-1,1.060528946E1,1.063226583E1
1.549777739E1,-4.782654345E-1,6.293123364E-1,1.062682438E1,1.065617981E1
1.550022307E1,-4.806582630E-1,6.340979934E-1,1.065553856E1,1.068520541E1
1.550266963E1,-5.189434290E-1,5.958128572E-1,1.070818043E1,1.073729125E1
1.550511692E1,-5.644070506E-1,5.479564071E-1,1.075125122E1,1.077999139E1
1.550756333E1,-6.170491576E-1,4.737788737E-1,1.079432201E1,1.082231971E1
1.551000900E1,-6.984050870E-1,4.331009090E-1,1.084457111E1,1.087566406E1
1.551245557E1,-7.773682475E-1,3.349951804E-1,1.095224857E1,1.098491110E1
1.551490281E1,-8.446664214E-1,2.297109663E-1,1.101685429E1,1.105157486E1
1.551734927E1,-8.877372146E-1,1.746760458E-1,1.112243748E1,1.115917580E1
1.551979494E1,-9.619147182E-1,1.890329868E-1,1.119900799E1,1.124183229E1
1.552224150E1,-1.045663476E0,1.890329868E-1,1.132104206E1,1.137080203E1
1.552468874E1,-1.088734269E0,1.076770201E-1,1.134018517E1,1.139283706E1
1.552713520E1,-1.155733347E0,2.841476910E-2,1.141914749E1,1.147751961E1
1.552958088E1,-1.182054400E0,-9.361918271E-2,1.152443218E1,1.158527316E1
1.553202744E1,-1.217946768E0,-1.606182158E-1,1.156271744E1,1.162779545E1
1.553447468E1,-1.261017561E0,-1.606182158E-1,1.155553913E1,1.162525045E1
1.553692114E1,-1.280160069E0,-1.055833027E-1,1.158903790E1,1.166000673E1
1.553936682E1,-1.227517962E0,-1.226321608E-2,1.160818100E1,1.167290953E1
1.554181338E1,-1.172483087E0,-7.477570791E-3,1.158664513E1,1.164581976E1
1.554426062E1,-1.081555843E0,6.879365072E-3,1.158185959E1,1.163225180E1
1.554670708E1,-1.009771109E0,-6.729813665E-2,1.151486111E1,1.155924708E1
1.554915276E1,-9.355936646E-1,-1.941177398E-1,1.145503998E1,1.149482310E1
1.555159932E1,-8.685946465E-1,-2.706880569E-1,1.139043427E1,1.142671088E1
1.555404656E1,-7.654041648E-1,-3.089732230E-1,1.136650562E1,1.139643620E1
1.555649302E1,-6.984050870E-1,-3.424727321E-1,1.143589783E1,1.146232160E1
1.555893869E1,-6.840481758E-1,-3.448655605E-1,1.143829060E1,1.146391495E1
1.556138515E1,-5.955137610E-1,-2.874378264E-1,1.140479088E1,1.142394468E1
1.556383250E1,-5.237290859E-1,-2.252244353E-1,1.137607670E1,1.139035290E1
1.556627895E1,-4.782654345E-1,-2.132603228E-1,1.134975624E1,1.136183016E1
1.556872463E1,-4.232304990E-1,-2.347957194E-1,1.140239811E1,1.141266558E1
1.557117109E1,-3.203391433E-1,-2.395813614E-1,1.142154026E1,1.142854314E1
1.557361843E1,-2.626122832E-1,-2.515454888E-1,1.142632675E1,1.143211194E1
1.557606489E1,-2.916252613E-1,-2.132603228E-1,1.142871952E1,1.143442850E1
1.557851057E1,-3.083750308E-1,-1.725823283E-1,1.144307613E1,1.144853140E1
1.558095703E1,-3.490529954E-1,-1.007976532E-1,1.151246834E1,1.151819975E1
1.558340437E1,-3.801597059E-1,-3.379862010E-2,1.161057377E1,1.161684497E1
1.558585083E1,-4.375874400E-1,2.602194622E-2,1.169701481E1,1.170522598E1
1.558829650E1,-4.663013220E-1,6.430710852E-2,1.179272747E1,1.180211818E1
1.559074296E1,-5.093721151E-1,8.853443712E-2,1.192433262E1,1.193553546E1
1.559319031E1,-4.902295470E-1,1.507478207E-1,1.209183025E1,1.210270254E1
1.559563677E1,-4.447658956E-1,2.344966233E-1,1.225723362E1,1.226754178E1
1.559808244E1,-3.466601670E-1,3.038884699E-1,1.239123249E1,1.239980500E1
1.560052890E1,-2.482553422E-1,3.900300860E-1,1.247019482E1,1.247876248E1
1.560297624E1,-1.286142170E-1,4.905286431E-1,1.255872917E1,1.256896330E1
1.560542265E1,-3.768695518E-2,5.718846321E-1,1.261615753E1,1.262916875E1
1.560786838E1,-2.093719877E-2,6.077769399E-1,1.259462166E1,1.260929522E1
1.561031484E1,-1.615155302E-2,6.631109715E-1,1.257787228E1,1.259535025E1
1.561276218E1,-4.965107143E-2,7.396813035E-1,1.255155087E1,1.257342526E1
1.561520859E1,-1.022931710E-1,7.755736113E-1,1.249651623E1,1.252097824E1
1.561765432E1,-1.908276081E-1,8.353942037E-1,1.243908882E1,1.246856966E1
1.562010078E1,-2.650051117E-1,8.928219676E-1,1.235055447E1,1.238561885E1
1.562254812E1,-3.897309899E-1,9.358927608E-1,1.221655560E1,1.225854870E1
1.562499453E1,-4.878367186E-1,9.454640746E-1,1.204875946E1,1.209563936E1
1.562744020E1,-5.787639618E-1,8.521439433E-1,1.185733318E1,1.190199425E1
1.562988677E1,-5.644070506E-1,7.516453862E-1,1.166351509E1,1.170132943E1
1.563233406E1,-5.787639618E-1,5.120640397E-1,1.150528908E1,1.153121217E1
1.563478046E1,-6.409773827E-1,3.086741269E-1,1.134018517E1,1.136247910E1
1.563722619E1,-6.625127792E-1,1.698904037E-1,1.116311550E1,1.118404818E1
1.563967265E1,-6.266204119E-1,1.172483116E-1,1.087328529E1,1.089195728E1
1.564212000E1,-5.955137610E-1,1.076770201E-1,1.063400269E1,1.065120857E1
1.564456640E1,-5.452644825E-1,9.332008660E-2,1.046381378E1,1.047842645E1
1.564701213E1,-5.021936297E-1,4.037888348E-2,1.039202881E1,1.040423431E1
1.564945859E1,-4.328017831E-1,-2.991028305E-4,1.035374355E1,1.036278549E1
1.565190593E1,-3.394817114E-1,-6.969095767E-2,1.035613632E1,1.036193342E1
1.565435234E1,-2.673979402E-1,-1.701895148E-1,1.040638542E1,1.041121144E1
1.565679802E1,-1.956132501E-1,-2.276172489E-1,1.049013424E1,1.049442664E1
1.565924458E1,-1.238285750E-1,-2.084746659E-1,1.058375359E1,1.058653084E1
1.566169187E1,-8.075776696E-2,-1.582254022E-1,1.070578766E1,1.070726139E1
1.566413828E1,-3.529413417E-2,-6.011966988E-2,1.084457111E1,1.084479519E1
1.566658395E1,-1.794616925E-3,4.755735025E-2,1.101206875E1,1.101217159E1
1.566903052E1,1.016949583E-2,1.100698411E-1,1.119182968E1,1.119237555E1
1.567147781E1,-3.050848842E-2,1.674975902E-1,1.129950714E1,1.130078970E1
1.567392421E1,-3.529413417E-2,1.986042857E-1,1.137607670E1,1.137786493E1
1.567636989E1,-4.486542568E-2,2.512463629E-1,1.145503998E1,1.145788281E1
1.567881645E1,-6.640082598E-2,3.134597540E-1,1.158425236E1,1.158868279E1
1.568126374E1,-1.310070455E-1,3.684946895E-1,1.168983555E1,1.169637578E1
1.568371015E1,-1.740778536E-1,4.426721931E-1,1.180229855E1,1.181188015E1
1.568615583E1,-2.315055877E-1,4.857429862E-1,1.185972595E1,1.187192658E1
1.568860239E1,-3.083750308E-1,5.527420044E-1,1.192193985E1,1.193872978E1
1.569104963E1,-4.328017831E-1,5.982056856E-1,1.194586754E1,1.196866403E1
1.569349609E1,-5.572285652E-1,6.149554253E-1,1.194586754E1,1.197465762E1
1.569594177E1,-6.936194897E-1,6.293123364E-1,1.198415279E1,1.202069300E1
1.569838833E1,-7.677969933E-1,6.101697683E-1,1.199133110E1,1.203136904E1
1.570083557E1,-8.709874153E-1,5.575276613E-1,1.200568867E1,1.205014591E1
1.570328203E1,-8.733802438E-1,4.618147612E-1,1.202722359E1,1.206773273E1
1.570572770E1,-9.188438654E-1,4.283152521E-1,1.199372482E1,1.203649297E1
1.570817427E1,-9.714859724E-1,4.450650215E-1,1.195783234E1,1.200548300E1
1.571062150E1,-9.834501147E-1,4.331009090E-1,1.199133110E1,1.203938421E1
1.571306796E1,-1.021735311E0,4.594219327E-1,1.196979618E1,1.202210598E1
1.571551364E1,-1.093519926E0,4.785645306E-1,1.193868923E1,1.199821280E1
1.571796010E1,-1.155733347E0,5.072783828E-1,1.196022511E1,1.202663858E1
1.572040744E1,-1.182054400E0,5.335994363E-1,1.170897865E1,1.178058411E1
1.572285390E1,-1.196411371E0,5.455635786E-1,1.169222832E1,1.176593570E1
1.572529958E1,-1.201196909E0,5.527420044E-1,1.162971592E1,1.170464395E1
1.572774604E1,-1.153340459E0,5.216353536E-1,1.146939754E1,1.153903712E1
1.573019338E1,-1.091127157E0,4.737788737E-1,1.132104206E1,1.138336586E1
1.573263984E1,-1.016949654E0,4.235295951E-1,1.117029476E1,1.122448435E1
1.573508552E1,-9.379864931E-1,3.517449200E-1,1.099771214E1,1.104324297E1
1.573753197E1,-8.204390407E-1,3.278166950E-1,1.084217834E1,1.087811635E1
1.573997932E1,-7.223333120E-1,3.589234054E-1,1.078475094E1,1.081487144E1
1.574242578E1,-6.457630396E-1,3.708875179E-1,1.069621658E1,1.072210878E1
1.574487145E1,-5.787639618E-1,4.163511395E-1,1.065553856E1,1.067936412E1
1.574731791E1,-5.045864582E-1,4.594219327E-1,1.061486053E1,1.063677302E1
1.574976526E1,-4.639084935E-1,4.522434771E-1,1.058136082E1,1.060117597E1
1.575221171E1,-4.495515525E-1,4.378865361E-1,1.058853912E1,1.060712034E1
1.575465739E1,-3.921238184E-1,4.618147612E-1,1.063639545E1,1.065363516E1
1.575710385E1,-3.658027649E-1,4.713860750E-1,1.070100212E1,1.071762394E1
1.575955119E1,-3.586242795E-1,5.000999570E-1,1.080628586E1,1.082379441E1
1.576199765E1,-3.538386524E-1,5.072783828E-1,1.086610699E1,1.088369488E1
1.576444333E1,-3.394817114E-1,5.096712112E-1,1.095464134E1,1.097174460E1
1.576688979E1,-3.346960545E-1,4.642075896E-1,1.105274677E1,1.106755264E1
1.576933713E1,-3.634099364E-1,4.283152521E-1,1.117268753E1,1.118679880E1
1.577178359E1,-3.729812205E-1,3.661018610E-1,1.126840019E1,1.128051366E1
1.577422927E1,-4.232304990E-1,2.919243574E-1,1.141914749E1,1.143071622E1
1.577667572E1,-4.854438901E-1,2.536391914E-1,1.156750298E1,1.158046259E1
1.577912307E1,-5.380859971E-1,2.775674164E-1,1.172333527E1,1.173895949E1
1.578156947E1,-5.452644825E-1,3.804588020E-1,1.188604736E1,1.190462869E1
1.578401520E1,-5.500500798E-1,4.857429862E-1,1.210857964E1,1.213079561E1
1.578646166E1,-5.213362575E-1,5.407779217E-1,1.227159119E1,1.229455906E1
1.578890900E1,-5.620142221E-1,6.173482537E-1,1.241994572E1,1.244797295E1
1.579135541E1,-5.572285652E-1,6.750751138E-1,1.255155087E1,1.258203716E1
1.579380114E1,-5.428716540E-1,7.133602500E-1,1.262333584E1,1.265512545E1
1.579624760E1,-5.835496187E-1,7.013961077E-1,1.272622681E1,1.275889240E1
1.579869494E1,-6.625127792E-1,6.750751138E-1,1.287488174E1,1.290957898E1
1.580114135E1,-6.936194897E-1,6.269195080E-1,1.301366520E1,1.304720729E1
1.580358708E1,-7.677969933E-1,4.953143001E-1,1.308066368E1,1.311253640E1
1.580603354E1,-8.371888399E-1,3.684946895E-1,1.308545017E1,1.311738082E1
1.580848088E1,-8.805587292E-1,2.608176768E-1,1.308784294E1,1.312002448E1
1.581092729E1,-8.709874153E-1,1.627119333E-1,1.309502125E1,1.312496384E1
1.581337302E1,-8.470591903E-1,1.004985496E-1,1.305195045E1,1.307979434E1
1.581581947E1,-8.470591903E-1,9.571290761E-2,1.298255825E1,1.301051455E1
1.581826682E1,-8.228318691E-1,1.196411327E-1,1.292513084E1,1.295184827E1
1.582071322E1,-7.342974544E-1,1.531406492E-1,1.287009525E1,1.289193533E1
1.582315890E1,-6.625127792E-1,1.962114573E-1,1.279831123E1,1.281694942E1
1.582560546E1,-5.835496187E-1,2.105683982E-1,1.280070400E1,1.281572831E1
1.582805276E1,-5.117649436E-1,1.890329868E-1,1.278634644E1,1.279798000E1
1.583049916E1,-4.663013220E-1,1.316052526E-1,1.276002598E1,1.276922158E1
1.583294484E1,-4.399802685E-1,9.571290761E-2,1.275763321E1,1.276557671E1
1.583539140E1,-4.136592150E-1,9.092725813E-2,1.274536991E1,1.275240510E1
1.583783869E1,-3.753740489E-1,7.148557901E-2,1.269512081E1,1.270087037E1
1.584028510E1,-3.514458239E-1,7.387840003E-2,1.267837048E1,1.268345576E1
1.584273078E1,-2.892324328E-1,7.387840003E-2,1.266162109E1,1.266513964E1
1.584517734E1,-2.386840582E-1,9.571290761E-2,1.265205002E1,1.265466320E1
1.584762463E1,-1.860419661E-1,1.100698411E-1,1.268554878E1,1.268739039E1
1.585007104E1,-1.573280841E-1,8.374879509E-2,1.265922832E1,1.266048292E1
1.585251671E1,-1.716850251E-1,4.995017126E-2,1.263529968E1,1.263656476E1
1.585496328E1,-1.908276081E-1,-2.422732860E-2,1.263290691E1,1.263437134E1
1.585741057E1,-2.051845491E-1,-5.533402413E-2,1.262812138E1,1.262990942E1
1.585985697E1,-2.844468057E-1,-1.247258782E-1,1.262333584E1,1.262715622E1
1.586230265E1,-3.658027649E-1,-1.295115203E-1,1.262812138E1,1.263408225E1
1.586474921E1,-4.830510616E-1,-1.390828192E-1,1.260897923E1,1.261899518E1
1.586719645E1,-5.787639618E-1,-1.342971772E-1,1.258026505E1,1.259428728E1
1.586964291E1,-6.744768620E-1,-1.319043487E-1,1.260897923E1,1.262769476E1
1.587208859E1,-7.295117974E-1,-1.199402362E-1,1.265444279E1,1.267602049E1
1.587453515E1,-7.414759398E-1,-1.725823283E-1,1.273819160E1,1.276092068E1
1.587698239E1,-7.606185079E-1,-1.725823283E-1,1.284616756E1,1.286982309E1
1.587942885E1,-7.582256794E-1,-1.869392693E-1,1.296341610E1,1.298691686E1
1.588187453E1,-7.007979155E-1,-1.797607988E-1,1.307827091E1,1.309826713E1
1.588432109E1,-6.433702111E-1,-1.295115203E-1,1.320509052E1,1.322138851E1
1.588676833E1,-5.859424472E-1,-4.097708687E-2,1.337288761E1,1.338578092E1
1.588921479E1,-5.093721151E-1,4.277170449E-2,1.353081417E1,1.354046607E1
1.589166046E1,-4.567300081E-1,1.244267747E-1,1.364327621E1,1.365148601E1
1.589410692E1,-4.184448719E-1,1.962114573E-1,1.374138260E1,1.374915237E1
1.589655427E1,-3.729812205E-1,2.225325108E-1,1.380598831E1,1.381281828E1
1.589900072E1,-3.035893738E-1,2.584248483E-1,1.386820221E1,1.387393176E1
1.590144640E1,-2.554338276E-1,2.344966233E-1,1.390439320E1,1.390871616E1
1.590389286E1,-2.171486616E-1,2.416750938E-1,1.391635704E1,1.392014920E1
1.590634020E1,-1.621137410E-1,1.674975902E-1,1.387538052E1,1.387733839E1
1.590878666E1,-1.597209126E-1,1.076770201E-1,1.381555939E1,1.381690220E1
1.591123234E1,-1.597209126E-1,2.602194622E-2,1.376770306E1,1.376865409E1
1.591367880E1,-1.860419661E-1,-8.644071966E-2,1.365284824E1,1.365438936E1
1.591612614E1,-2.195414752E-1,-2.276172489E-1,1.355713463E1,1.356082252E1
1.591857260E1,-2.626122832E-1,-3.113660514E-1,1.345902920E1,1.346519146E1
1.592101828E1,-2.793620527E-1,-4.262215197E-1,1.334417343E1,1.335390102E1
1.592346474E1,-2.964109182E-1,-5.389832854E-1,1.324816132E1,1.326243344E1
1.592591208E1,-3.011965454E-1,-6.299105883E-1,1.315723419E1,1.317574735E1
1.592835854E1,-3.418745399E-1,-7.232306600E-1,1.304716492E1,1.307166604E1
1.593080421E1,-3.514458239E-1,-8.404789567E-1,1.298016548E1,1.301209495E1
1.593325067E1,-4.184448719E-1,-8.787640929E-1,1.293470192E1,1.297126964E1
1.593569802E1,-4.878367186E-1,-8.859425783E-1,1.280070400E1,1.284059585E1
1.593814447E1,-6.002993584E-1,-8.883354068E-1,1.270708466E1,1.275223508E1
1.594059015E1,-7.366902828E-1,-8.213363886E-1,1.268315601E1,1.273105465E1
1.594303661E1,-8.781659007E-1,-7.734799385E-1,1.267358494E1,1.272749786E1
1.594548395E1,-1.004985452E0,-7.639086246E-1,1.267358494E1,1.273629881E1
1.594793041E1,-1.134197950E0,-7.782655358E-1,1.275763321E1,1.283157462E1
1.595037609E1,-1.263410330E0,-7.663014531E-1,1.285095310E1,1.293562597E1
1.595282255E1,-1.359123230E0,-7.519445419E-1,1.292991638E1,1.302287887E1
1.595526989E1,-1.435992718E0,-7.351947427E-1,1.306869984E1,1.316789664E1
1.595771630E1,-1.531705618E0,-7.256234884E-1,1.320030499E1,1.330867023E1
1.596016203E1,-1.648953915E0,-6.849454641E-1,1.333220959E1,1.345124573E1
1.596260848E1,-1.713560104E0,-5.844469070E-1,1.344945812E1,1.357076970E1
1.596505583E1,-1.711167336E0,-5.150550604E-1,1.359063435E1,1.370761530E1
1.596750224E1,-1.677667737E0,-4.573282301E-1,1.372463226E1,1.383435032E1
1.596994796E1,-1.596311808E0,-4.525425732E-1,1.389242935E1,1.399116148E1
1.597239442E1,-1.483849168E0,-4.357928336E-1,1.404078388E1,1.412569771E1
1.597484177E1,-1.337587833E0,-4.477569461E-1,1.417956829E1,1.424955383E1
1.597728817E1,-1.227517962E0,-5.246263742E-1,1.426570988E1,1.432803237E1
1.597973390E1,-1.076770186E0,-4.911268353E-1,1.435902977E1,1.440771930E1
1.598218036E1,-9.427721500E-1,-4.668995142E-1,1.444307709E1,1.448134283E1
1.598462770E1,-8.084749579E-1,-4.094717801E-1,1.453879070E1,1.456700841E1
1.598707411E1,-7.462615371E-1,-3.568296731E-1,1.461775398E1,1.464113948E1
1.598951984E1,-7.319046259E-1,-3.329014480E-1,1.470868111E1,1.473064179E1
1.599196630E1,-7.486543655E-1,-2.946162820E-1,1.472782326E1,1.474978169E1
1.599441364E1,-7.941179872E-1,-2.754737139E-1,1.473739433E1,1.476134482E1
1.599686005E1,-7.941179872E-1,-2.371885478E-1,1.470389557E1,1.472723418E1
1.599930572E1,-8.108677864E-1,-2.252244353E-1,1.468235970E1,1.470645841E1
1.600175229E1,-8.084749579E-1,-2.108674943E-1,1.463928890E1,1.466311278E1
1.600419958E1,-8.324031830E-1,-2.108674943E-1,1.454357624E1,1.456890421E1
1.600664599E1,-8.108677864E-1,-1.630110443E-1,1.449093437E1,1.451451887E1
1.600909166E1,-8.012964725E-1,-1.175474152E-1,1.444546986E1,1.446815444E1
1.601153822E1,-7.701897621E-1,-7.447660714E-2,1.440449333E1,1.442526143E1
1.601398552E1,-8.084749579E-1,-9.870393202E-3,1.435185146E1,1.437460850E1
1.601643192E1,-7.701897621E-1,-2.991028305E-4,1.433510113E1,1.435577642E1
1.601887760E1,-8.324031830E-1,-3.379862010E-2,1.437338638E1,1.439750928E1
1.602132416E1,-8.614161611E-1,-1.127617657E-1,1.438535023E1,1.441155974E1
1.602377145E1,-8.132606149E-1,-1.271187067E-1,1.436381531E1,1.438738135E1
1.602621786E1,-8.324031830E-1,-1.462612897E-1,1.434945869E1,1.437432615E1
1.602866354E1,-8.901300430E-1,-1.199402362E-1,1.437577915E1,1.440381003E1
1.603111010E1,-9.810572863E-1,-6.969095767E-2,1.441406441E1,1.444758052E1
1.603355739E1,-1.026520967E0,2.602194622E-2,1.445264912E1,1.448908171E1
1.603600380E1,-1.127019525E0,9.092725813E-2,1.443320751E1,1.447742794E1
1.603844947E1,-1.265803218E0,1.435693651E-1,1.438535023E1,1.444164711E1
1.604089604E1,-1.311266780E0,1.842473447E-1,1.432553005E1,1.438659720E1
1.604334328E1,-1.380658627E0,2.416750938E-1,1.426331711E1,1.433202149E1
1.604578974E1,-1.445564032E0,3.158525825E-1,1.422024632E1,1.429702149E1
1.604823541E1,-1.450349569E0,3.828516304E-1,1.415324688E1,1.423251511E1
1.605068197E1,-1.421635747E0,4.378865361E-1,1.419392490E1,1.427166062E1
1.605312921E1,-1.373480201E0,4.402793646E-1,1.425135231E1,1.432415221E1
1.605557567E1,-1.335195065E0,3.756731451E-1,1.429920864E1,1.436632326E1
1.605802135E1,-1.325623751E0,2.871387303E-1,1.435185146E1,1.441580270E1
1.606046791E1,-1.282552958E0,2.488535494E-1,1.446222019E1,1.452111163E1
1.606291515E1,-1.301695466E0,2.201396823E-1,1.453879070E1,1.459860636E1
1.606536161E1,-1.241874933E0,2.440679073E-1,1.467757416E1,1.473204010E1
1.606780729E1,-1.210768223E0,3.110669553E-1,1.478525066E1,1.483800389E1
1.607025385E1,-1.179661512E0,3.637090325E-1,1.488335705E1,1.493446358E1
1.607270109E1,-1.160519004E0,3.972085714E-1,1.491685677E1,1.496720397E1
1.607514755E1,-1.138983607E0,4.307080805E-1,1.494078445E1,1.499032465E1
1.607759322E1,-1.060020447E0,4.187439680E-1,1.501765442E1,1.506084108E1
1.608003979E1,-9.762716293E-1,4.043870270E-1,1.507747459E1,1.511445915E1
1.608248703E1,-8.997012973E-1,3.972085714E-1,1.509900951E1,1.513100543E1
1.608493348E1,-8.012964725E-1,3.661018610E-1,1.516600895E1,1.519157444E1
1.608737916E1,-7.007979155E-1,3.948157430E-1,1.526411438E1,1.528529309E1
1.608982572E1,-6.050850153E-1,4.187439680E-1,1.533111382E1,1.534876299E1
1.609227296E1,-5.237290859E-1,5.000999570E-1,1.536700630E1,1.538405911E1
1.609471942E1,-4.567300081E-1,5.790630579E-1,1.537897015E1,1.539664376E1
1.609716510E1,-4.016951025E-1,6.463612318E-1,1.551536083E1,1.553401312E1
1.609961156E1,-3.418745399E-1,7.229315639E-1,1.558983803E1,1.561033497E1
1.610205890E1,-2.916252613E-1,7.731808424E-1,1.559701633E1,1.561889152E1
1.610450536E1,-2.868396044E-1,8.114659786E-1,1.559223080E1,1.561596668E1
1.610695104E1,-2.820539773E-1,8.282157183E-1,1.557308769E1,1.559764585E1
1.610939750E1,-2.844468057E-1,8.210372925E-1,1.553211117E1,1.555639706E1
1.611184484E1,-2.868396044E-1,7.995018363E-1,1.546032619E1,1.548364189E1
1.611429130E1,-3.275175989E-1,7.707880139E-1,1.536939907E1,1.539219964E1
1.611673697E1,-3.753740489E-1,7.205387354E-1,1.525693607E1,1.527855294E1
1.611918343E1,-4.806582630E-1,6.870391965E-1,1.521386528E1,1.523695350E1
1.612163078E1,-5.667998791E-1,7.133602500E-1,1.520668697E1,1.523395791E1
1.612407724E1,-6.768696904E-1,6.774678826E-1,1.517797279E1,1.520815483E1
1.612652291E1,-7.821539044E-1,6.173482537E-1,1.512772369E1,1.516050486E1
1.612896937E1,-9.140582681E-1,4.905286431E-1,1.512772369E1,1.516324982E1
1.613141671E1,-9.834501147E-1,4.067798555E-1,1.512054539E1,1.515795292E1
1.613386317E1,-1.081555843E0,4.139583111E-1,1.510379601E1,1.514812788E1
1.613630885E1,-1.167697430E0,4.833501875E-1,1.505115318E1,1.510411721E1
1.613875531E1,-1.265803218E0,5.623133183E-1,1.503679657E1,1.510045381E1
1.614120265E1,-1.354337573E0,6.364908218E-1,1.502243996E1,1.509678950E1
1.614364906E1,-1.385444283E0,6.966105103E-1,1.500808239E1,1.508798393E1
1.614609479E1,-1.387837172E0,6.798607111E-1,1.505115318E1,1.513028469E1
1.614854124E1,-1.407278776E0,6.197410822E-1,1.505833244E1,1.513664060E1
1.615098859E1,-1.371087432E0,5.407779217E-1,1.516840172E1,1.523984029E1
1.615343500E1,-1.282552958E0,5.455635786E-1,1.519233036E1,1.525612937E1
1.615588072E1,-1.155733347E0,5.670989752E-1,1.519472313E1,1.524916168E1
1.615832718E1,-1.002592683E0,6.415755749E-1,1.525454330E1,1.530091183E1
1.616077453E1,-8.829515576E-1,7.372884750E-1,1.531914997E1,1.536227697E1
1.616322093E1,-7.677969933E-1,8.593224287E-1,1.535264874E1,1.539583614E1
1.616566661E1,-7.701897621E-1,9.406784177E-1,1.533350658E1,1.538162840E1
1.616811317E1,-7.510471940E-1,9.550353289E-1,1.527129364E1,1.531954875E1
1.617056046E1,-7.654041648E-1,9.071788788E-1,1.524018669E1,1.528633728E1
1.617300687E1,-7.534400225E-1,8.353942037E-1,1.518754482E1,1.522915208E1
1.617545260E1,-7.462615371E-1,7.229315639E-1,1.505354595E1,1.508935990E1
1.617789906E1,-7.079764009E-1,5.910272002E-1,1.490249920E1,1.493100888E1
1.618034640E1,-7.031907439E-1,4.522434771E-1,1.473021603E1,1.475392373E1
1.618279281E1,-6.936194897E-1,2.895315289E-1,1.455075455E1,1.457015423E1
1.618523848E1,-6.840481758E-1,1.076770201E-1,1.435185146E1,1.436854748E1
1.618768505E1,-7.295117974E-1,-3.379862010E-2,1.415324688E1,1.417207561E1
1.619013234E1,-7.654041648E-1,-1.486541033E-1,1.396421337E1,1.398596427E1
1.619257875E1,-8.371888399E-1,-2.659024298E-1,1.377248859E1,1.380047214E1
1.619502442E1,-8.925228715E-1,-4.094717801E-1,1.358824158E1,1.362367694E1
1.619747099E1,-9.475577474E-1,-5.222335458E-1,1.342074394E1,1.346428466E1
1.619991828E1,-1.076770186E0,-6.059823632E-1,1.323859024E1,1.329612426E1
1.620236468E1,-1.213161111E0,-6.993024349E-1,1.306391430E1,1.313874578E1
1.620481036E1,-1.284945726E0,-7.854440212E-1,1.288445282E1,1.297216760E1
1.620725692E1,-1.387837172E0,-8.524430394E-1,1.276481152E1,1.286830075E1
1.620970421E1,-1.474277854E0,-9.290133715E-1,1.262572861E1,1.274541423E1
1.621215062E1,-1.543669701E0,-9.290133715E-1,1.250608730E1,1.263519694E1
1.621459630E1,-1.632204175E0,-9.098708034E-1,1.242951679E1,1.256920216E1
1.621704286E1,-1.694417477E0,-9.026923180E-1,1.236251831E1,1.251070593E1
1.621949015E1,-1.751845241E0,-8.715856671E-1,1.234337521E1,1.249750114E1
1.622193656E1,-1.802094579E0,-8.141579032E-1,1.232662582E1,1.248423414E1
1.622438224E1,-1.806880236E0,-7.519445419E-1,1.235534000E1,1.250938301E1
1.622682880E1,-1.782951951E0,-7.830511928E-1,1.232662582E1,1.247949482E1
1.622927604E1,-1.818844318E0,-8.021938205E-1,1.231944752E1,1.247880189E1
1.623172250E1,-1.782951951E0,-8.333004713E-1,1.230748367E1,1.246384618E1
1.623416817E1,-1.744666815E0,-8.644071817E-1,1.234337521E1,1.249599830E1
