"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.686652611E0,-1.142572835E-1,-5.413761139E-1,9.750452995E0,9.766139280E0
5.689097976E0,-1.333998591E-1,-5.341976285E-1,9.748060226E0,9.763597739E0
5.691544174E0,-1.214357466E-1,-5.270192027E-1,9.779167175E0,9.794110808E0
5.693990371E0,-1.381855011E-1,-5.485545993E-1,9.779167175E0,9.795515199E0
5.696436465E0,-1.310070455E-1,-5.389832854E-1,9.764810562E0,9.780551679E0
5.698883496E0,-1.310070455E-1,-5.341976285E-1,9.752845764E0,9.768343281E0
5.701328861E0,-1.357926875E-1,-5.389832854E-1,9.760024071E0,9.775838199E0
5.703775059E0,-1.262213886E-1,-5.509474277E-1,9.750452995E0,9.766821823E0
5.706222038E0,-1.262213886E-1,-5.341976285E-1,9.762416840E0,9.777836238E0
5.708667351E0,-1.238285750E-1,-5.533402562E-1,9.750452995E0,9.766926465E0
5.711113601E0,-1.214357466E-1,-5.605186820E-1,9.762416840E0,9.779248968E0
5.713559799E0,-1.381855011E-1,-5.605186820E-1,9.745667458E0,9.762751181E0
5.716005892E0,-1.286142170E-1,-5.557330847E-1,9.750452995E0,9.767124167E0
5.718452924E0,-1.262213886E-1,-5.605186820E-1,9.767203331E0,9.784087793E0
5.720898288E0,-1.310070455E-1,-5.748756528E-1,9.769596100E0,9.787372110E0
5.723344486E0,-1.166501045E-1,-5.461617708E-1,9.757631302E0,9.773600593E0
5.725791465E0,-1.214357466E-1,-5.413761139E-1,9.762416840E0,9.778170447E0
5.728236778E0,-1.262213886E-1,-5.724828243E-1,9.755238533E0,9.772837216E0
5.730683028E0,-1.214357466E-1,-5.724828243E-1,9.752845764E0,9.770388105E0
5.733129226E0,-1.166501045E-1,-5.629115105E-1,9.743274689E0,9.760219171E0
5.735575319E0,-1.381855011E-1,-5.557330847E-1,9.757631302E0,9.774420858E0
5.738022351E0,-1.118644550E-1,-5.581258535E-1,9.752845764E0,9.769443107E0
5.740467663E0,-8.793623000E-2,-5.748756528E-1,9.755238533E0,9.772558193E0
5.742913913E0,-1.166501045E-1,-5.629115105E-1,9.731310844E0,9.748276123E0
5.745360892E0,-9.511470050E-2,-5.653043389E-1,9.740881920E0,9.757735207E0
5.747806205E0,-1.166501045E-1,-5.509474277E-1,9.750452995E0,9.766702818E0
5.750252455E0,-9.750752151E-2,-5.772684813E-1,9.748060226E0,9.765624649E0
5.752698653E0,-1.046859920E-1,-5.796613097E-1,9.757631302E0,9.775394366E0
5.755144746E0,-1.142572835E-1,-5.892325640E-1,9.767203331E0,9.785627760E0
5.757591778E0,-1.118644550E-1,-5.748756528E-1,9.740881920E0,9.758472024E0
5.760037090E0,-1.238285750E-1,-5.796613097E-1,9.755238533E0,9.773229742E0
5.762483340E0,-1.286142170E-1,-5.533402562E-1,9.769596100E0,9.786099070E0
5.764930319E0,-1.429711580E-1,-5.509474277E-1,9.755238533E0,9.771830057E0
5.767375632E0,-9.511470050E-2,-5.844469070E-1,9.733703613E0,9.751697853E0
5.769821882E0,-1.357926875E-1,-5.844469070E-1,9.731310844E0,9.749791208E0
5.772267976E0,-1.166501045E-1,-5.964110494E-1,9.769596100E0,9.788479011E0
5.774714226E0,-1.286142170E-1,-5.748756528E-1,9.757631302E0,9.775397294E0
5.777161205E0,-1.310070455E-1,-5.509474277E-1,9.769596100E0,9.785995804E0
5.779606517E0,-1.118644550E-1,-5.605186820E-1,9.755238533E0,9.771968772E0
5.782052767E0,-1.070788130E-1,-5.772684813E-1,9.762416840E0,9.780055589E0
5.784499746E0,-1.022931710E-1,-5.653043389E-1,9.767203331E0,9.784083697E0
5.786945059E0,-1.094716340E-1,-5.461617708E-1,9.752845764E0,9.768739797E0
5.789391309E0,-1.094716340E-1,-5.629115105E-1,9.745667458E0,9.762524653E0
5.791837403E0,-1.238285750E-1,-5.820540786E-1,9.774381638E0,9.792479608E0
5.794283653E0,-9.750752151E-2,-5.533402562E-1,9.745667458E0,9.761850611E0
5.796730632E0,-1.190429255E-1,-5.605186820E-1,9.767203331E0,9.783997819E0
5.799175944E0,-9.750752151E-2,-5.581258535E-1,9.767203331E0,9.783622698E0
5.801622194E0,-1.094716340E-1,-5.485545993E-1,9.755238533E0,9.771262714E0
5.804069174E0,-1.022931710E-1,-5.389832854E-1,9.750452995E0,9.765874282E0
5.806514486E0,-1.333998591E-1,-5.485545993E-1,9.769596100E0,9.785893706E0
5.808960736E0,-1.166501045E-1,-5.485545993E-1,9.728918076E0,9.745068820E0
5.811406830E0,-1.046859920E-1,-5.485545993E-1,9.755238533E0,9.771210270E0
5.813853080E0,-9.990034252E-2,-5.461617708E-1,9.743274689E0,9.759081638E0
5.816300059E0,-1.142572835E-1,-5.485545993E-1,9.774381638E0,9.790429167E0
5.818745371E0,-1.094716340E-1,-5.461617708E-1,9.748060226E0,9.763962049E0
5.821191621E0,-1.070788130E-1,-5.509474277E-1,9.731310844E0,9.747482736E0
5.823638601E0,-1.070788130E-1,-5.389832854E-1,9.731310844E0,9.746813818E0
5.826083913E0,-1.070788130E-1,-5.437689424E-1,9.740881920E0,9.756635235E0
5.828530163E0,-1.142572835E-1,-5.533402562E-1,9.752845764E0,9.769198568E0
5.830976257E0,-1.190429255E-1,-5.461617708E-1,9.755238533E0,9.771240593E0
5.833422507E0,-1.262213886E-1,-5.437689424E-1,9.767203331E0,9.783142512E0
5.835869486E0,-1.094716340E-1,-5.294120312E-1,9.750452995E0,9.765428549E0
5.838314799E0,-1.214357466E-1,-5.437689424E-1,9.743274689E0,9.759192229E0
5.840761049E0,-1.238285750E-1,-5.533402562E-1,9.774381638E0,9.790814846E0
5.843208028E0,-1.190429255E-1,-5.605186820E-1,9.760024071E0,9.776830891E0
5.845653340E0,-1.214357466E-1,-5.509474277E-1,9.769596100E0,9.785872351E0
5.848099590E0,-1.310070455E-1,-5.461617708E-1,9.760024071E0,9.776171305E0
5.850545684E0,-1.333998591E-1,-5.461617708E-1,9.771988869E0,9.788148684E0
5.852991934E0,-1.238285750E-1,-5.437689424E-1,9.755238533E0,9.771166615E0
5.855438913E0,-1.118644550E-1,-5.509474277E-1,9.762416840E0,9.778590863E0
5.857884226E0,-1.214357466E-1,-5.557330847E-1,9.771988869E0,9.788531675E0
5.860330476E0,-1.286142170E-1,-5.605186820E-1,9.771988869E0,9.788896223E0
5.862777403E0,-1.046859920E-1,-5.533402562E-1,9.757631302E0,9.773868897E0
5.865222767E0,-1.214357466E-1,-5.724828243E-1,9.757631302E0,9.775165055E0
5.867669017E0,-1.405783296E-1,-5.605186820E-1,9.771988869E0,9.789060727E0
5.870115111E0,-1.429711580E-1,-5.581258535E-1,9.760024071E0,9.777014630E0
5.872561361E0,-1.286142170E-1,-5.629115105E-1,9.769596100E0,9.786644928E0
5.875008340E0,-1.070788130E-1,-5.700899959E-1,9.767203331E0,9.784412572E0
5.877453653E0,-1.118644550E-1,-5.557330847E-1,9.752845764E0,9.769306701E0
5.879899851E0,-1.142572835E-1,-5.581258535E-1,9.752845764E0,9.769470799E0
5.882346830E0,-1.142572835E-1,-5.676971674E-1,9.767203331E0,9.784354639E0
5.884792194E0,-1.166501045E-1,-5.629115105E-1,9.745667458E0,9.762607787E0
5.887238392E0,-1.070788130E-1,-5.509474277E-1,9.757631302E0,9.773759643E0
5.889684590E0,-1.142572835E-1,-5.676971674E-1,9.750452995E0,9.767633716E0
5.892130788E0,-1.166501045E-1,-5.772684813E-1,9.774381638E0,9.792108177E0
5.894577767E0,-1.166501045E-1,-5.772684813E-1,9.755238533E0,9.772999794E0
5.897023080E0,-1.046859920E-1,-5.581258535E-1,9.745667458E0,9.762197387E0
5.899469330E0,-1.214357466E-1,-5.653043389E-1,9.752845764E0,9.769970119E0
5.901916257E0,-1.166501045E-1,-5.724828243E-1,9.755238533E0,9.772718284E0
5.904361621E0,-1.022931710E-1,-5.724828243E-1,9.740881920E0,9.758226327E0
5.906807819E0,-1.094716340E-1,-5.820540786E-1,9.755238533E0,9.773200593E0
5.909254017E0,-9.750752151E-2,-5.676971674E-1,9.762416840E0,9.779395193E0
5.911700111E0,-1.166501045E-1,-5.676971674E-1,9.752845764E0,9.770050554E0
5.914147142E0,-1.094716340E-1,-5.676971674E-1,9.752845764E0,9.769967483E0
5.916592507E0,-1.190429255E-1,-5.676971674E-1,9.769596100E0,9.786800256E0
5.919038705E0,-9.272187948E-2,-5.700899959E-1,9.743274689E0,9.760379173E0
5.921485684E0,-1.118644550E-1,-5.772684813E-1,9.750452995E0,9.768166981E0
5.923931049E0,-1.094716340E-1,-5.653043389E-1,9.750452995E0,9.767440128E0
5.926377246E0,-1.070788130E-1,-5.868397355E-1,9.762416840E0,9.780625200E0
5.928823444E0,-1.142572835E-1,-5.629115105E-1,9.769596100E0,9.786466781E0
5.931269538E0,-1.214357466E-1,-5.485545993E-1,9.769596100E0,9.785737925E0
5.933716569E0,-1.070788130E-1,-5.389832854E-1,9.724132538E0,9.739646938E0
5.936161934E0,-1.142572835E-1,-5.461617708E-1,9.771988869E0,9.787906510E0
5.938608132E0,-1.142572835E-1,-5.700899959E-1,9.748060226E0,9.765384555E0
5.941055111E0,-1.238285750E-1,-5.724828243E-1,9.752845764E0,9.770418138E0
5.943500476E0,-1.286142170E-1,-5.557330847E-1,9.760024071E0,9.776678922E0
5.945946674E0,-1.070788130E-1,-5.605186820E-1,9.769596100E0,9.786248261E0
5.948392871E0,-1.286142170E-1,-5.629115105E-1,9.779167175E0,9.796199346E0
5.950838965E0,-1.310070455E-1,-5.748756528E-1,9.767203331E0,9.784983688E0
5.953285996E0,-1.166501045E-1,-5.581258535E-1,9.757631302E0,9.774276461E0
5.955731361E0,-1.070788130E-1,-5.533402562E-1,9.757631302E0,9.773894819E0
5.958177559E0,-9.511470050E-2,-5.509474277E-1,9.776774406E0,9.792747708E0
5.960624538E0,-1.214357466E-1,-5.605186820E-1,9.755238533E0,9.772083026E0
5.963069851E0,-1.166501045E-1,-5.341976285E-1,9.748060226E0,9.763383252E0
5.965516101E0,-9.272187948E-2,-5.461617708E-1,9.740881920E0,9.756621885E0
5.967962299E0,-1.214357466E-1,-5.461617708E-1,9.760024071E0,9.776047728E0
5.970408392E0,-1.166501045E-1,-5.557330847E-1,9.764810562E0,9.781307266E0
5.972855424E0,-9.750752151E-2,-5.365904570E-1,9.757631302E0,9.772860669E0
5.975300788E0,-9.750752151E-2,-5.581258535E-1,9.752845764E0,9.769289262E0
5.977746986E0,-1.118644550E-1,-5.605186820E-1,9.738489151E0,9.755248115E0
5.980193965E0,-1.022931710E-1,-5.485545993E-1,9.726525307E0,9.742518698E0
5.982639278E0,-1.142572835E-1,-5.437689424E-1,9.748060226E0,9.763883324E0
5.985085528E0,-9.511470050E-2,-5.413761139E-1,9.745667458E0,9.761156135E0
5.987531726E0,-1.166501045E-1,-5.389832854E-1,9.755238533E0,9.770813122E0
5.989977819E0,-1.118644550E-1,-5.557330847E-1,9.771988869E0,9.788417613E0
5.992424851E0,-1.118644550E-1,-5.318048596E-1,9.752845764E0,9.767974742E0
5.994870163E0,-1.022931710E-1,-5.629115105E-1,9.755238533E0,9.772001438E0
5.997316413E0,-1.070788130E-1,-5.533402562E-1,9.755238533E0,9.771506033E0
5.999763392E0,-1.094716340E-1,-5.676971674E-1,9.764810562E0,9.781911338E0
6.002208705E0,-1.094716340E-1,-5.629115105E-1,9.764810562E0,9.781634767E0
6.004654955E0,-1.142572835E-1,-5.533402562E-1,9.743274689E0,9.759643530E0
6.007101153E0,-1.286142170E-1,-5.413761139E-1,9.743274689E0,9.759151160E0
6.009547246E0,-1.357926875E-1,-5.509474277E-1,9.769596100E0,9.786061040E0
6.011994278E0,-1.262213886E-1,-5.461617708E-1,9.750452995E0,9.766553032E0
6.014439590E0,-1.166501045E-1,-5.341976285E-1,9.764810562E0,9.780107344E0
6.016885840E0,-9.990034252E-2,-5.509474277E-1,9.760024071E0,9.776072474E0
6.019332819E0,-1.286142170E-1,-5.365904570E-1,9.752845764E0,9.768442631E0
6.021778132E0,-1.238285750E-1,-5.509474277E-1,9.752845764E0,9.769179960E0
6.024224382E0,-1.214357466E-1,-5.437689424E-1,9.743274689E0,9.759192229E0
6.026670476E0,-1.262213886E-1,-5.581258535E-1,9.757631302E0,9.774395374E0
6.029116726E0,-1.094716340E-1,-5.485545993E-1,9.769596100E0,9.785596770E0
6.031563705E0,-1.118644550E-1,-5.557330847E-1,9.757631302E0,9.774084179E0
6.034009017E0,-1.214357466E-1,-5.700899959E-1,9.743274689E0,9.760694181E0
6.036455267E0,-1.118644550E-1,-5.461617708E-1,9.748060226E0,9.763989170E0
6.038902246E0,-1.310070455E-1,-5.629115105E-1,9.755238533E0,9.772344194E0
6.041347559E0,-1.310070455E-1,-5.437689424E-1,9.736096382E0,9.752149521E0
6.043793809E0,-1.214357466E-1,-5.533402562E-1,9.752845764E0,9.769285162E0
6.046239903E0,-9.272187948E-2,-5.341976285E-1,9.748060226E0,9.763126683E0
6.048686153E0,-1.046859920E-1,-5.557330847E-1,9.767203331E0,9.783560667E0
6.051133132E0,-9.032905847E-2,-5.413761139E-1,9.743274689E0,9.758721694E0
6.053578444E0,-9.272187948E-2,-5.557330847E-1,9.745667458E0,9.761939910E0
6.056024694E0,-8.075776696E-2,-5.533402562E-1,9.738489151E0,9.754531163E0
6.058471674E0,-1.118644550E-1,-5.533402562E-1,9.748060226E0,9.764393339E0
6.060916986E0,-1.214357466E-1,-5.509474277E-1,9.745667458E0,9.761983605E0
6.063363236E0,-1.094716340E-1,-5.509474277E-1,9.752845764E0,9.769008527E0
6.065809330E0,-1.190429255E-1,-5.533402562E-1,9.752845764E0,9.769255712E0
6.068255580E0,-1.262213886E-1,-5.509474277E-1,9.745667458E0,9.762044310E0
6.070702559E0,-1.214357466E-1,-5.629115105E-1,9.776774406E0,9.793719100E0
6.073147871E0,-1.286142170E-1,-5.533402562E-1,9.762416840E0,9.778931926E0
6.075594121E0,-9.511470050E-2,-5.676971674E-1,9.748060226E0,9.765039941E0
6.078041101E0,-9.990034252E-2,-5.581258535E-1,9.779167175E0,9.795590599E0
6.080486413E0,-9.750752151E-2,-5.485545993E-1,9.750452995E0,9.766358251E0
6.082932663E0,-1.238285750E-1,-5.629115105E-1,9.738489151E0,9.755530423E0
6.085378757E0,-1.214357466E-1,-5.629115105E-1,9.760024071E0,9.776997794E0
6.087825007E0,-1.166501045E-1,-5.748756528E-1,9.752845764E0,9.770470294E0
6.090271986E0,-1.142572835E-1,-5.676971674E-1,9.755238533E0,9.772410841E0
6.092717299E0,-1.357926875E-1,-5.557330847E-1,9.743274689E0,9.760055357E0
6.095163549E0,-1.142572835E-1,-5.724828243E-1,9.762416840E0,9.779855513E0
6.097610528E0,-1.022931710E-1,-5.629115105E-1,9.760024071E0,9.776778770E0
6.100055840E0,-9.750752151E-2,-5.653043389E-1,9.752845764E0,9.769702002E0
6.102502038E0,-1.262213886E-1,-5.629115105E-1,9.774381638E0,9.791390994E0
6.104948236E0,-1.166501045E-1,-5.485545993E-1,9.767203331E0,9.783290873E0
6.107394434E0,-1.094716340E-1,-5.724828243E-1,9.774381638E0,9.791744330E0
6.109841413E0,-1.094716340E-1,-5.581258535E-1,9.760024071E0,9.776582141E0
6.112286726E0,-1.022931710E-1,-5.653043389E-1,9.740881920E0,9.757807821E0
6.114732976E0,-1.166501045E-1,-5.676971674E-1,9.748060226E0,9.765273447E0
6.117179903E0,-1.166501045E-1,-5.294120312E-1,9.736096382E0,9.751177217E0
6.119625267E0,-1.070788130E-1,-5.653043389E-1,9.757631302E0,9.774579453E0
6.122071465E0,-1.214357466E-1,-5.748756528E-1,9.755238533E0,9.772917041E0
6.124517663E0,-1.262213886E-1,-5.509474277E-1,9.736096382E0,9.752489306E0
6.126963861E0,-1.094716340E-1,-5.533402562E-1,9.748060226E0,9.764366219E0
6.129410840E0,-1.310070455E-1,-5.461617708E-1,9.736096382E0,9.752283235E0
6.131856153E0,-1.286142170E-1,-5.509474277E-1,9.760024071E0,9.776408060E0
6.134302351E0,-1.286142170E-1,-5.533402562E-1,9.762416840E0,9.778931926E0
6.136749330E0,-1.118644550E-1,-5.509474277E-1,9.755238533E0,9.771424439E0
6.139194694E0,-1.166501045E-1,-5.557330847E-1,9.769596100E0,9.786084736E0
6.141640892E0,-1.286142170E-1,-5.413761139E-1,9.750452995E0,9.766317798E0
6.144087090E0,-1.214357466E-1,-5.389832854E-1,9.757631302E0,9.773260369E0
6.146533288E0,-1.070788130E-1,-5.581258535E-1,9.748060226E0,9.764612052E0
6.148980267E0,-1.118644550E-1,-5.557330847E-1,9.740881920E0,9.757363040E0
6.151425580E0,-1.214357466E-1,-5.413761139E-1,9.757631302E0,9.773392623E0
6.153871778E0,-1.046859920E-1,-5.605186820E-1,9.764810562E0,9.781444968E0
6.156318757E0,-1.286142170E-1,-5.509474277E-1,9.760024071E0,9.776408060E0
6.158764121E0,-1.166501045E-1,-5.437689424E-1,9.750452995E0,9.766300503E0
6.161210319E0,-1.046859920E-1,-5.557330847E-1,9.762416840E0,9.778782182E0
6.163656517E0,-1.094716340E-1,-5.533402562E-1,9.748060226E0,9.764366219E0
6.166102715E0,-9.032905847E-2,-5.557330847E-1,9.755238533E0,9.771472634E0
6.168549642E0,-9.750752151E-2,-5.437689424E-1,9.760024071E0,9.775646385E0
6.170995007E0,-9.032905847E-2,-5.485545993E-1,9.767203331E0,9.783012440E0
6.173441205E0,-1.046859920E-1,-5.461617708E-1,9.750452995E0,9.766298452E0
6.175888184E0,-1.118644550E-1,-5.389832854E-1,9.760024071E0,9.775535100E0
6.178333549E0,-1.166501045E-1,-5.557330847E-1,9.752845764E0,9.769362672E0
6.180779746E0,-1.118644550E-1,-5.581258535E-1,9.743274689E0,9.759888308E0
6.183225944E0,-1.022931710E-1,-5.533402562E-1,9.760024071E0,9.776232362E0
6.185672038E0,-1.118644550E-1,-5.605186820E-1,9.752845764E0,9.769580101E0
6.188119069E0,-1.094716340E-1,-5.509474277E-1,9.750452995E0,9.766619718E0
6.190564434E0,-1.190429255E-1,-5.509474277E-1,9.764810562E0,9.781065361E0
6.193010632E0,-1.142572835E-1,-5.629115105E-1,9.743274689E0,9.760190867E0
6.195457611E0,-9.750752151E-2,-5.581258535E-1,9.757631302E0,9.774066749E0
6.197902976E0,-1.166501045E-1,-5.533402562E-1,9.736096382E0,9.752505598E0
6.200349174E0,-8.793623000E-2,-5.581258535E-1,9.752845764E0,9.769198419E0
6.202795371E0,-1.238285750E-1,-5.676971674E-1,9.750452995E0,9.767750366E0
6.205241465E0,-9.750752151E-2,-5.724828243E-1,9.760024071E0,9.777285623E0
6.207688496E0,-1.214357466E-1,-5.724828243E-1,9.757631302E0,9.775165055E0
6.210133861E0,-1.286142170E-1,-5.892325640E-1,9.762416840E0,9.781028534E0
6.212580059E0,-1.190429255E-1,-5.676971674E-1,9.760024071E0,9.777245070E0
6.215027038E0,-1.118644550E-1,-5.533402562E-1,9.740881920E0,9.757227048E0
6.217472403E0,-1.333998591E-1,-5.724828243E-1,9.745667458E0,9.763378836E0
6.219918601E0,-1.166501045E-1,-5.581258535E-1,9.752845764E0,9.769499077E0
6.222364799E0,-1.310070455E-1,-5.844469070E-1,9.755238533E0,9.773608334E0
6.224810892E0,-1.501496136E-1,-5.772684813E-1,9.771988869E0,9.790176212E0
6.227257924E0,-1.022931710E-1,-5.724828243E-1,9.764810562E0,9.782112542E0
6.229703288E0,-1.262213886E-1,-5.796613097E-1,9.771988869E0,9.789979853E0
6.232149486E0,-1.166501045E-1,-5.844469070E-1,9.786345482E0,9.804475678E0
6.234596465E0,-1.214357466E-1,-5.820540786E-1,9.760024071E0,9.778118605E0
6.237041778E0,-1.310070455E-1,-5.868397355E-1,9.767203331E0,9.785693876E0
6.239488028E0,-1.070788130E-1,-5.772684813E-1,9.738489151E0,9.756171161E0
6.241934226E0,-1.190429255E-1,-5.724828243E-1,9.743274689E0,9.760804755E0
6.244380319E0,-1.238285750E-1,-5.581258535E-1,9.750452995E0,9.767198759E0
6.246827351E0,-1.142572835E-1,-5.629115105E-1,9.740881920E0,9.757802246E0
6.249272715E0,-1.262213886E-1,-5.581258535E-1,9.767203331E0,9.783951002E0
6.251718913E0,-1.405783296E-1,-5.605186820E-1,9.764810562E0,9.781894948E0
6.254165892E0,-1.238285750E-1,-5.676971674E-1,9.771988869E0,9.789248186E0
6.256611205E0,-1.310070455E-1,-5.557330847E-1,9.774381638E0,9.791043790E0
6.259057455E0,-1.142572835E-1,-5.605186820E-1,9.779167175E0,9.795884164E0
6.261503653E0,-1.286142170E-1,-5.676971674E-1,9.750452995E0,9.767812207E0
6.263949746E0,-1.262213886E-1,-5.581258535E-1,9.750452995E0,9.767229388E0
6.266396778E0,-1.286142170E-1,-5.533402562E-1,9.750452995E0,9.766988311E0
6.268842090E0,-1.333998591E-1,-5.413761139E-1,9.783952713E0,9.799827259E0
6.271288340E0,-1.190429255E-1,-5.557330847E-1,9.771988869E0,9.788502282E0
6.273735319E0,-1.238285750E-1,-5.653043389E-1,9.728918076E0,9.746114581E0
6.276180632E0,-1.333998591E-1,-5.270192027E-1,9.748060226E0,9.763207615E0
6.278626882E0,-1.286142170E-1,-5.413761139E-1,9.769596100E0,9.785429866E0
6.281073080E0,-1.238285750E-1,-5.389832854E-1,9.757631302E0,9.773290394E0
6.283519174E0,-1.262213886E-1,-5.294120312E-1,9.755238533E0,9.770408782E0
6.285966205E0,-1.333998591E-1,-5.341976285E-1,9.748060226E0,9.763597739E0
6.288411517E0,-1.357926875E-1,-5.509474277E-1,9.760024071E0,9.776505131E0
6.290857767E0,-1.333998591E-1,-5.437689424E-1,9.757631302E0,9.773681436E0
6.293304746E0,-1.333998591E-1,-5.365904570E-1,9.752845764E0,9.768506812E0
6.295750059E0,-1.381855011E-1,-5.485545993E-1,9.750452995E0,9.766849082E0
6.298196309E0,-1.118644550E-1,-5.413761139E-1,9.760024071E0,9.775667323E0
6.300642403E0,-1.238285750E-1,-5.413761139E-1,9.752845764E0,9.768644845E0
6.303088653E0,-1.262213886E-1,-5.389832854E-1,9.767203331E0,9.782877681E0
6.305535632E0,-1.166501045E-1,-5.365904570E-1,9.767203331E0,9.782627330E0
6.307980944E0,-1.046859920E-1,-5.629115105E-1,9.764810562E0,9.781582379E0
6.310427194E0,-1.166501045E-1,-5.509474277E-1,9.757631302E0,9.773869190E0
6.312874174E0,-1.046859920E-1,-5.461617708E-1,9.764810562E0,9.780632758E0
6.315319486E0,-1.070788130E-1,-5.461617708E-1,9.757631302E0,9.773491043E0
6.317765736E0,-1.094716340E-1,-5.605186820E-1,9.764810562E0,9.781497357E0
6.320211830E0,-1.190429255E-1,-5.533402562E-1,9.760024071E0,9.776421969E0
6.322658080E0,-1.214357466E-1,-5.581258535E-1,9.776774406E0,9.793445201E0
6.325105059E0,-9.750752151E-2,-5.653043389E-1,9.743274689E0,9.760147456E0
6.327550371E0,-9.272187948E-2,-5.485545993E-1,9.755238533E0,9.771089414E0
6.329996621E0,-9.990034252E-2,-5.485545993E-1,9.724132538E0,9.740105022E0
6.332443601E0,-9.990034252E-2,-5.653043389E-1,9.755238533E0,9.772114813E0
6.334888913E0,-9.272187948E-2,-5.653043389E-1,9.750452995E0,9.767266760E0
6.337335163E0,-1.070788130E-1,-5.557330847E-1,9.752845764E0,9.769253074E0
6.339781257E0,-9.750752151E-2,-5.772684813E-1,9.769596100E0,9.787121874E0
6.342227507E0,-8.793623000E-2,-5.796613097E-1,9.762416840E0,9.780006266E0
6.344674486E0,-1.046859920E-1,-5.676971674E-1,9.774381638E0,9.791413362E0
6.347119799E0,-1.022931710E-1,-5.844469070E-1,9.733703613E0,9.751770512E0
6.349566049E0,-1.022931710E-1,-5.868397355E-1,9.750452995E0,9.768632370E0
6.352013028E0,-1.166501045E-1,-5.916253924E-1,9.750452995E0,9.769081915E0
6.354458340E0,-9.990034252E-2,-5.676971674E-1,9.752845764E0,9.769864925E0
6.356904590E0,-1.022931710E-1,-5.772684813E-1,9.752845764E0,9.770450516E0
6.359350684E0,-9.511470050E-2,-5.700899959E-1,9.748060226E0,9.765179342E0
6.361796934E0,-1.118644550E-1,-5.748756528E-1,9.762416840E0,9.779968212E0
6.364243913E0,-1.142572835E-1,-5.796613097E-1,9.745667458E0,9.763559605E0
6.366689226E0,-1.190429255E-1,-5.964110494E-1,9.783952713E0,9.802836735E0
6.369135476E0,-1.094716340E-1,-5.820540786E-1,9.779167175E0,9.797085364E0
6.371582455E0,-1.046859920E-1,-5.796613097E-1,9.760024071E0,9.777782788E0
6.374027767E0,-8.554340899E-2,-5.605186820E-1,9.743274689E0,9.759759245E0
6.376474017E0,-1.286142170E-1,-5.700899959E-1,9.743274689E0,9.760786130E0
6.378920111E0,-1.142572835E-1,-5.629115105E-1,9.738489151E0,9.755413627E0
6.381366361E0,-1.118644550E-1,-5.844469070E-1,9.752845764E0,9.770982159E0
6.383813340E0,-1.333998591E-1,-5.653043389E-1,9.745667458E0,9.762960551E0
6.386258653E0,-1.405783296E-1,-5.724828243E-1,9.762416840E0,9.780198434E0
6.388704903E0,-1.286142170E-1,-5.868397355E-1,9.750452995E0,9.768943449E0
6.391151882E0,-1.405783296E-1,-5.581258535E-1,9.752845764E0,9.769814084E0
6.393597194E0,-1.190429255E-1,-5.700899959E-1,9.743274689E0,9.760664705E0
6.396043392E0,-1.166501045E-1,-5.676971674E-1,9.764810562E0,9.781994308E0
6.398489590E0,-1.142572835E-1,-5.748756528E-1,9.764810562E0,9.782385295E0
6.400935788E0,-1.333998591E-1,-5.605186820E-1,9.769596100E0,9.786571650E0
6.403382767E0,-1.166501045E-1,-5.461617708E-1,9.757631302E0,9.773600593E0
6.405828080E0,-1.405783296E-1,-5.509474277E-1,9.748060226E0,9.764629205E0
6.408274330E0,-1.262213886E-1,-5.365904570E-1,9.767203331E0,9.782746141E0
6.410721257E0,-1.262213886E-1,-5.676971674E-1,9.760024071E0,9.777335106E0
6.413166621E0,-1.357926875E-1,-5.533402562E-1,9.764810562E0,9.781418630E0
6.415612819E0,-1.453639716E-1,-5.653043389E-1,9.776774406E0,9.794182839E0
6.418059017E0,-1.477568001E-1,-5.581258535E-1,9.755238533E0,9.772308600E0
6.420505215E0,-1.333998591E-1,-5.509474277E-1,9.748060226E0,9.764528497E0
6.422952194E0,-1.453639716E-1,-5.461617708E-1,9.769596100E0,9.785930274E0
6.425397507E0,-1.429711580E-1,-5.485545993E-1,9.745667458E0,9.762140498E0
6.427843757E0,-1.190429255E-1,-5.533402562E-1,9.748060226E0,9.764478216E0
6.430290684E0,-1.286142170E-1,-5.557330847E-1,9.771988869E0,9.788623362E0
6.432736049E0,-1.286142170E-1,-5.557330847E-1,9.769596100E0,9.786234661E0
6.435182246E0,-1.310070455E-1,-5.533402562E-1,9.755238533E0,9.771797538E0
6.437628444E0,-1.381855011E-1,-5.246263742E-1,9.760024071E0,9.775090686E0
6.440074642E0,-1.214357466E-1,-5.485545993E-1,9.748060226E0,9.764237654E0
6.442521621E0,-1.333998591E-1,-5.437689424E-1,9.774381638E0,9.790404311E0
6.444966934E0,-1.357926875E-1,-5.437689424E-1,9.779167175E0,9.795214901E0
6.447413132E0,-1.238285750E-1,-5.318048596E-1,9.769596100E0,9.784843273E0
6.449860111E0,-1.238285750E-1,-5.413761139E-1,9.764810562E0,9.780590316E0
6.452305476E0,-1.310070455E-1,-5.461617708E-1,9.760024071E0,9.776171305E0
6.454751674E0,-1.357926875E-1,-5.605186820E-1,9.752845764E0,9.769883384E0
6.457197871E0,-1.022931710E-1,-5.461617708E-1,9.764810562E0,9.780607440E0
